eartag,species,date,dpi,barn,innoc,barni,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest,isolation1_dpbs,i1o,i1n,i1r
121,Caprine,26/8/2020,4,5,1,5a,3.222,454.73,Pos,,,,,,B,28.12087059,40.67366028,U,U,U,U,,,34.39726543,#DIV/0!,#DIV/0!,,"yes, replaced with retest value for ocular",,,,
128,Caprine,26/8/2020,4,5,1,5a,3.311,467.48,Pos,,,,,,B,23.43595886,23.73263931,U,U,U,U,,,23.58429909,#DIV/0!,#DIV/0!,,,,0,,
133,Caprine,26/8/2020,4,5,1,5a,0.283,33.67,Pos,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
139,Caprine,26/8/2020,4,5,1,5a,2.944,414.9,Pos,,,,,,B,U,U,29.32676506,U,U,U,,,#DIV/0!,29.32676506,#DIV/0!,,"yes, replaced with retest value for nasal",,,,
134,Caprine,26/8/2020,4,5,0,5b,0.055,1,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
142,Caprine,26/8/2020,4,5,0,5b,0.055,1,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
144,Caprine,26/8/2020,4,5,0,5b,0.059,1.58,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
147,Caprine,26/8/2020,4,5,0,5b,0.052,0.57,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
99,Bovine,26/8/2020,4,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,26/8/2020,4,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,26/8/2020,4,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,26/8/2020,4,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,26/8/2020,4,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,26/8/2020,4,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,29/8/2020,7,3,1,3a,0.09,5.3,Neg,,,,,ok,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,29/8/2020,7,3,1,3a,0.06,1.42,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,29/8/2020,7,3,1,3a,1.105,136.61,Pos,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,"yes for wb, retested values inserted",,,,
109,Bovine,29/8/2020,7,3,1,3a,0.068,2.46,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,29/8/2020,7,3,0,3b,0.064,1.94,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,29/8/2020,7,3,0,3b,0.053,0.52,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
145,Caprine,29/8/2020,7,3,0,3b,0.053,0.52,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
148,Caprine,29/8/2020,7,3,0,3b,0.049,0,Neg,,,,,0k,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,29/8/2020,7,4,0,4c,0.455,52.52,Pos,,,,,,C,U,U,25.2072,25.2152,U,U,,,#DIV/0!,25.2112,#DIV/0!,,"yes, from PPRV stage 1 2A retested 100 ID 07022022 b, second update: PPRV Final stage 1.2A reextracted and retested 100, 146, 143, final update: PPRV retested from ell culture and MBL 100 and 143 12022b",,,,
112,Bovine,29/8/2020,7,4,0,4c,1.229,152.65,Pos,,,,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
130,Caprine,29/8/2020,7,4,1,4a,3.418,435.83,Pos,,,,,nasal discharge & congested mucous membrain,C,16.716,16.6954,16.46,16.4899,20.4806,20.3466,,,16.7057,16.47495,20.4136,,"yes, replaced with retest ocular",1,,,1
138,Caprine,29/8/2020,7,4,1,4a,3.477,443.47,Pos,,,,,nasal discharge & congested mucous membrain,C,20.2647,20.1932,24.6289,24.8574,17.9513,17.7606,,,20.22895,24.74315,17.85595,,"yes, replaced with retest rectal",1,,,1
143,Caprine,29/8/2020,7,4,1,4a,3.483,444.24,Pos,,,,,"Mucopurulent nasal discharge, congested mucous membrain & coughing",C,16.7582,16.8534,U,U,16.6614,16.6737,,,16.8058,#DIV/0!,16.66755,,"yes, replaced with retest rectal",1,,,1
146,Caprine,29/8/2020,7,4,1,4a,3.525,449.68,Pos,,,,,"nasal discharge, congested mucous memebrain & coughing",C,21.2578,21.4955,18.2457,18.3106,17.9189,17.991,,,21.37665,18.27815,17.95495,,"yes, replaced with retest rectal",1,,,1
129,Caprine,29/8/2020,7,4,0,4b,0.156,13.84,Neg,,,,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
136,Caprine,29/8/2020,7,4,0,4b,0.086,4.79,Neg,,,,,ok,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
121,Caprine,29/8/2020,7,5,1,5a,3.636,464.04,Pos,,,,,Ocular discharge & congested mucous memebrain,B,20.62776184,22.91430855,29.61794853,29.19027328,U,U,,,21.77103519,29.40411091,#DIV/0!,,"yes, replaced with retest rectal",1,0,1,1
128,Caprine,29/8/2020,7,5,1,5a,3.435,438.03,Pos,,,,,"nasla discharge, congested mucous membrain & coughing",B,17.29333305,17.61121559,U,U,28.4605484,23.75449753,,,17.45227432,#DIV/0!,26.10752296,,,1,1,,1
133,Caprine,29/8/2020,7,5,1,5a,3.396,432.99,Pos,,,,,"nasla discharge, congested mucous membrain & coughing",B,19.24615669,19.00018311,20.34960175,20.73059082,U,U,,,19.1231699,20.54009628,#DIV/0!,,"yes for wb, retested values inserted",1,1,1,
139,Caprine,29/8/2020,7,5,1,5a,3.474,443.08,Pos,,,,,"Mucopurulent nasal discharge, congested mucous membrain & coughing",B,20.37929153,20.35883904,17.26420212,17.74270439,21.08003807,20.61998749,,,20.36906528,17.50345325,20.85001278,,,1,1,1,1
134,Caprine,29/8/2020,7,5,0,5b,0.18,16.95,Neg,,,,,,B,U,U,U,U,22.30848122,23.39189911,,,#DIV/0!,#DIV/0!,22.85019016,,,0,,,0
142,Caprine,29/8/2020,7,5,0,5b,0.138,11.51,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
144,Caprine,29/8/2020,7,5,0,5b,0.117,8.8,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
147,Caprine,29/8/2020,7,5,0,5b,0.118,8.93,Neg,,,,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
99,Bovine,29/8/2020,7,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,29/8/2020,7,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,29/8/2020,7,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,29/8/2020,7,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,29/8/2020,7,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,29/8/2020,7,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,1/9/2020,10,3,1,3a,0.098,3.09,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,1/9/2020,10,3,1,3a,0.083,1.49,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,1/9/2020,10,3,1,3a,0.096,2.88,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
109,Bovine,1/9/2020,10,3,1,3a,0.081,1.28,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,1/9/2020,10,3,0,3b,0.133,6.83,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,1/9/2020,10,3,0,3b,0.11,4.37,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
145,Caprine,1/9/2020,10,3,0,3b,0.083,1.49,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
148,Caprine,1/9/2020,10,3,0,3b,0.076,0.75,Neg,,,,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,1/9/2020,10,4,0,4c,0.508,46.83,Pos,,,,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
112,Bovine,1/9/2020,10,4,0,4c,0.787,76.59,Pos,,,,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,retested again feb 2022 for o1,,,,
130,Caprine,1/9/2020,10,4,1,4a,1.899,195.2,Pos,,,,,"Ocular discharge, congested mucous membrain ",C,23.9447,24.1601,25.0303,25.1061,33.6447,U,,,24.0524,25.0682,33.6447,,,0,0,0,
138,Caprine,1/9/2020,10,4,1,4a,0.845,82.77,Pos,,,,,"Nasal & ocular discharge,  congestaed mucous membrain",C,26.8831,26.6821,26.8896,27.5741,20.0147,20.1715,,,26.7826,27.23185,20.0931,,,,0,,0
143,Caprine,1/9/2020,10,4,1,4a,NA,NA,NA,,,,,Died on 31-08-20 Night,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
146,Caprine,1/9/2020,10,4,1,4a,3.135,327.04,Pos,,,,,"Nasal discharge, congested mucous membrain & coughing",C,20.6055,20.4172,19.983,20.0421,15.7942,15.7082,,,20.51135,20.01255,15.7512,,,1,,0,1
129,Caprine,1/9/2020,10,4,0,4b,0.715,68.91,Pos,,,,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
136,Caprine,1/9/2020,10,4,0,4b,0.584,54.93,Pos,,,,,,C,28.9008,31.8927,U,U,U,U,,,30.39675,#DIV/0!,#DIV/0!,,,,,,
121,Caprine,1/9/2020,10,5,1,5a,0.323,27.09,Pos,,,,,"Nasal & Ocular discharge, congested mucous membrain ",B,U,U,U,U,36.7244072,U,,,#DIV/0!,#DIV/0!,36.7244072,,,,,,
128,Caprine,1/9/2020,10,5,1,5a,NA,NA,NA,,,,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,1/9/2020,10,5,1,5a,3.134,326.93,Pos,,,,,"Mucopurulent nasal discharge, congested mucous membrain & coughing",B,19.19009399,19.84072304,21.62526703,21.17921257,18.17474556,18.00598145,,,19.51540852,21.4022398,18.0903635,,,1,0,1,1
139,Caprine,1/9/2020,10,5,1,5a,NA,NA,NA,,,,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,1/9/2020,10,5,0,5b,3.226,336.75,Pos,,,,,,B,24.74894905,26.20862389,31.90380859,33.78607941,U,U,,,25.47878647,32.844944,#DIV/0!,,,1,1,0,
142,Caprine,1/9/2020,10,5,0,5b,0.334,28.27,Pos,,,,,Congested mucous membrain,B,28.3589859,27.69379044,37.75814819,U,U,U,,,28.02638817,37.75814819,#DIV/0!,,,0,0,,
144,Caprine,1/9/2020,10,5,0,5b,0.577,54.19,Pos,,,,,Congested mucous membrain,B,U,34.66182709,U,U,U,U,,,34.66182709,#DIV/0!,#DIV/0!,,,,,,
147,Caprine,1/9/2020,10,5,0,5b,0.364,31.47,Pos,,,,,,B,30.49325943,31.8163414,U,U,U,U,,,31.15480042,#DIV/0!,#DIV/0!,,,0,0,,
99,Bovine,1/9/2020,10,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,1/9/2020,10,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,1/9/2020,10,6,0,6c,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,1/9/2020,10,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,1/9/2020,10,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,1/9/2020,10,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,5/9/2020,14,3,1,3a,0.084,-0.19,Neg,0.271,23.69,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,5/9/2020,14,3,1,3a,0.083,-0.32,Neg,0.071,-1.85,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,5/9/2020,14,3,1,3a,0.078,-0.96,Neg,0.227,18.07,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
109,Bovine,5/9/2020,14,3,1,3a,0.077,-1.09,Neg,0.155,8.88,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,5/9/2020,14,3,0,3b,0.094,1.09,Neg,0.106,2.62,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,5/9/2020,14,3,0,3b,0.085,-0.06,Neg,0.068,-2.23,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
145,Caprine,5/9/2020,14,3,0,3b,0.091,0.7,Neg,0.079,-0.83,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
148,Caprine,5/9/2020,14,3,0,3b,0.097,1.47,Neg,0.083,-0.32,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,5/9/2020,14,4,0,4c,0.121,4.53,Neg,0.13,5.68,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
112,Bovine,5/9/2020,14,4,0,4c,0.154,8.75,Neg,0.097,1.47,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,"yes, retested values used here for ocular, retested again feb 2022 for o1 and 02",,,,
130,Caprine,5/9/2020,14,4,1,4a,0.12,4.41,Neg,0.096,1.34,Neg,,Ocular discharge & coughing,C,25.0162,24.9785,U,U,26.0761,25.9261,,,24.99735,#DIV/0!,26.0011,,,,,,
138,Caprine,5/9/2020,14,4,1,4a,0.144,7.47,Neg,0.145,7.6,Neg,,Congested mucous membrain & coughing,C,24.7395,24.457,U,U,24.8076,24.8524,,,24.59825,#DIV/0!,24.83,,"yes, retested values used here for ocular, rectal",,,,
143,Caprine,5/9/2020,14,4,1,4a,NA,NA,NA,NA,NA,NA,,Died,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
146,Caprine,5/9/2020,14,4,1,4a,1.384,165.84,Pos,0.295,26.76,Pos,,"Nasal discharge & Congested mucous membrain, coughing",C,23.9266,23.6829,U,U,26.3166,26.0878,,,23.80475,#DIV/0!,26.2022,,"yes, retested values used here for rectal",0,,,0
129,Caprine,5/9/2020,14,4,0,4b,3.478,433.27,Pos,3.535,440.55,Pos,,Nasal discharge & congested mucous membrain,C,17.8372,17.7259,23.3691,23.3995,18.1413,17.9916,,,17.78155,23.3843,18.06645,,"yes, retested values used here for ocular",1,,,1
136,Caprine,5/9/2020,14,4,0,4b,2.841,351.92,Pos,2.62,323.69,Pos,,Congested mucous membrain,C,17.4045,17.3924,U,U,17.4045,19.0869,,,17.39845,#DIV/0!,18.2457,,"yes, retested values used here for ocular and rectal",1,1,,1
121,Caprine,5/9/2020,14,5,1,5a,0.109,3,Neg,0.084,-0.19,Neg,,Ocular & nasal discharge & congested mucous membrain,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
128,Caprine,5/9/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,,Died ,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,5/9/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,,Died,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
139,Caprine,5/9/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,,Died,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,5/9/2020,14,5,0,5b,3.347,416.54,Pos,3.605,449.49,Pos,,Nasal discharge,B,20.03006744,20.43630981,22.9444313,23.59244347,21.00184441,22.18854904,,,20.23318863,23.26843739,21.59519672,,,1,1,1,1
142,Caprine,5/9/2020,14,5,0,5b,0.971,113.09,Pos,3.51,437.36,Pos,,Nasal discharge & congested mucous membrain,B,19.43168068,19.86701584,27.80483627,27.44623756,22.60027504,29.69300461,,,19.64934826,27.62553692,26.14663982,,,1,1,1,1
144,Caprine,5/9/2020,14,5,0,5b,3.378,420.5,Pos,1.595,192.78,Pos,,Nasal discharge & congested mucous membrain,B,20.31072426,19.61595154,24.24806404,24.41482162,U,U,,,19.9633379,24.33144283,#DIV/0!,,,1,0,1,
